AppNo,Region,Area,Activity,Guarantor,Collateral,Collateral_valuation,Age,Properties_Status,Properties_Total,Amount,Term,Historic_Loans,Current_Loans,Max_Arrears,Defaulter
395787,7,35,,1,0,,73,B,2,3807,23,18,,34,0
395788,10,65,1,0,1,1354,31,B,2,7529,23,6,1,0,0
395789,10,15,1,0,1,1522,34,B,1,2045,21,6,2,19,0
395790,14,50,14,0,1,446,30,B,1,1138,11,1,,0,1
395791,14,40,14,0,1,10034,55,D,5,9151,23,5,2,3,0
395792,10,15,14,0,1,6887,45,A,8,15183,12,2,2,0,0
395793,8,35,14,0,1,1128,48,D,5,1742,23,6,1,93,0
395794,8,35,1,0,1,6660,36,B,3,12167,47,11,3,0,0
395795,6,10,2,0,1,17483,25,A,1,19818,47,2,1,21,1
395796,8,25,1,0,0,,27,B,2,1795,40,1,1,0,0
395797,5,20,19,0,1,13534,51,D,4,20402,12,10,1,1,0
395798,9,5,1,0,1,7223,21,B,2,7116,48,8,3,24,0
395799,9,95,18,0,0,,48,B,1,7635,24,2,,134,1
395800,9,25,14,0,1,12209,28,B,3,9705,48,2,1,0,0
395801,6,10,10,0,1,29379,33,A,1,35350,47,4,3,0,1
395802,10,25,14,0,1,4262,30,B,3,6567,11,2,2,0,0
395803,7,40,1,0,1,5452,43,A,2,10966,46,1,1,0,1
395804,6,10,2,0,0,,33,A,1,26473,19,2,,61,1
395805,8,10,18,0,0,,50,D,3,12550,27,4,,0,0
395806,8,25,10,0,0,,21,C,2,1687,45,1,1,0,0
395807,10,45,14,0,1,5998,41,B,3,9538,13,8,5,0,0
395808,10,90,1,0,1,2020,31,B,2,4220,23,2,,0,0
395809,7,35,9,0,1,5662,33,A,2,7746,21,3,2,11,0
395810,8,10,2,0,0,,45,D,2,3179,13,4,,82,0
395811,14,85,1,0,1,662,32,B,1,1222,22,1,1,0,1
395812,10,95,1,1,0,,30,B,1,2144,22,11,3,44,0
395813,14,40,14,0,1,11285,60,B,3,25341,12,3,,7,0
395814,10,65,14,1,1,549,58,B,3,2618,11,3,2,0,0
395815,9,35,6,0,1,3762,29,B,2,7123,11,3,1,204,1
395816,10,20,17,0,1,11915,48,B,1,10631,47,2,1,0,0
395817,10,65,,0,1,3891,47,D,1,3277,24,1,,358,0
395818,10,5,18,0,1,6227,51,D,4,7315,30,8,2,91,0
395819,7,35,9,0,0,,44,B,1,8108,36,2,2,0,1
395820,4,20,14,0,0,,37,B,3,6136,35,1,1,0,0
395821,14,80,1,0,1,831,42,B,2,1814,24,5,2,7,0
395822,10,5,17,0,1,1260,39,B,2,4499,35,4,3,0,0
395823,9,57,14,0,1,2388,39,B,3,3801,21,5,2,0,0
395824,9,10,14,0,1,12784,53,D,2,16548,24,2,1,43,0
395825,11,35,14,0,0,,39,B,1,6275,23,6,3,47,0
395826,4,15,2,0,1,6405,41,A,5,10806,36,4,2,0,0
395827,13,5,19,1,0,,43,A,1,2592,17,2,2,0,0
395828,8,15,4,0,1,18036,40,B,1,17298,16,3,,826,0
395829,4,20,19,0,0,,51,B,2,1292,19,1,1,0,0
395830,11,35,18,0,1,5032,59,B,1,6308,46,3,2,0,0
395831,7,5,3,0,0,,36,B,2,9650,23,21,3,22,0
395832,10,5,14,0,0,,43,B,2,4825,11,5,1,0,0
395833,9,25,1,0,1,2954,45,D,3,3242,22,2,2,0,0
395834,9,30,14,0,1,5258,39,B,2,8487,22,6,3,0,0
395835,11,10,1,0,0,,28,B,2,11820,23,3,1,0,0
395836,9,55,1,0,1,1529,49,B,1,1975,22,2,1,0,0
395837,7,5,3,1,0,,58,B,2,3595,22,19,2,194,0
395838,8,25,1,0,1,11424,36,C,7,26324,48,9,2,20,0
395839,10,25,14,0,1,2676,51,B,2,2706,11,5,1,0,0
395840,9,30,19,0,1,378,51,B,2,1490,23,2,1,0,0
395841,10,5,14,0,1,2640,51,B,2,2483,13,6,1,52,0
395842,14,85,14,0,1,14730,37,B,3,22042,22,6,3,0,0
395843,1,10,2,0,0,,41,B,2,8243,19,1,,12,0
395844,7,30,1,0,0,,32,B,1,6788,20,1,1,0,0
395845,10,5,1,0,1,11178,46,B,2,11183,47,7,1,0,0
395846,5,40,3,0,0,,34,B,3,1990,12,2,2,0,1
395847,7,15,19,0,0,,31,B,2,3522,48,4,4,0,1
395848,10,65,1,0,1,8990,51,B,2,11917,24,8,2,0,0
395849,7,25,6,0,0,,30,B,3,3951,24,2,1,0,0
395850,7,45,1,1,0,,36,B,1,13389,35,4,1,0,1
395851,10,5,14,0,1,3044,31,D,3,3392,23,3,2,0,0
395852,7,5,3,0,1,11353,54,B,1,14738,22,16,4,415,0
395853,8,40,9,0,1,3687,26,D,2,6864,47,6,2,1203,0
395854,9,55,1,0,1,1761,35,B,1,2153,23,1,,0,0
395855,9,35,6,0,1,3762,39,B,1,3499,12,1,,0,1
395856,10,55,14,0,1,3293,39,D,2,3819,11,2,1,0,0
395857,9,95,1,0,1,5390,56,B,2,4883,23,2,1,0,1
395858,9,25,,0,1,3183,20,D,1,4945,36,1,1,0,0
395859,7,15,1,0,1,2159,55,D,4,4403,35,3,1,30,0
395860,14,60,1,0,1,1871,47,D,1,2738,21,4,1,65,0
395861,10,65,1,0,1,6492,51,D,2,4859,22,3,1,22,0
395862,6,20,,0,0,,47,B,1,1955,46,9,6,0,0
395863,10,90,18,0,0,,55,B,2,40633,23,16,2,76,0
395864,12,10,1,0,1,9763,46,B,3,18901,35,3,1,49,0
395865,6,40,1,0,1,1173,51,B,3,6291,23,1,1,0,0
395866,10,55,1,0,1,19099,42,B,2,14384,23,1,,20,0
395867,4,5,2,0,0,,24,B,2,27686,23,7,5,75,1
395868,10,5,14,0,1,1419,53,B,3,2604,12,8,2,0,0
395869,7,25,3,1,0,,29,A,1,12431,22,2,2,0,0
395870,14,50,5,1,0,,30,D,1,7976,42,7,2,28,1
395871,9,45,1,0,0,,27,D,1,1602,35,1,1,0,1
395872,8,60,1,0,0,,30,B,1,1496,48,1,1,0,1
395873,9,87,1,0,0,,63,B,1,2066,23,1,1,0,0
395874,9,30,14,0,1,9747,43,B,2,10827,24,5,2,0,0
395875,10,10,1,0,1,3251,42,B,1,2950,21,2,1,0,0
395876,7,5,5,0,0,,55,B,2,3164,11,6,3,0,0
395877,12,5,1,0,0,,38,B,1,5441,34,3,1,0,0
395878,9,25,14,0,1,13786,56,B,2,16833,21,3,3,0,1
395879,6,40,1,0,0,,59,C,2,3996,23,6,4,12,0
395880,10,15,,0,1,2017,43,D,2,5202,23,1,1,0,0
395881,6,40,1,0,1,3303,51,B,1,7588,47,4,1,71,0
395882,10,15,14,0,1,2197,47,B,2,5152,11,9,2,55,0
395883,14,40,1,0,1,9721,47,B,7,9093,23,16,3,0,0
395884,8,5,4,0,0,,42,B,2,11953,11,8,2,0,1
395885,6,10,14,0,1,2353,43,D,4,3228,47,5,,199,0
395886,10,15,14,0,1,1238,41,D,1,1823,11,8,2,0,0
395887,14,85,1,0,1,1105,50,B,2,1482,22,6,2,55,0
395888,5,40,12,0,0,,30,B,2,3033,23,1,1,0,0
395889,7,35,14,1,1,21539,27,A,3,15223,35,9,4,0,0
395890,10,25,14,0,1,3587,36,B,2,8453,11,2,1,0,0
395891,10,20,17,0,1,2388,37,D,6,4757,23,8,2,0,0
395892,10,5,1,0,1,5749,49,A,2,14367,47,7,1,0,0
395893,14,60,14,0,0,,37,B,1,4255,23,1,1,0,1
395894,9,40,14,0,1,1706,41,D,2,3295,31,2,,234,0
395895,9,40,1,0,0,,28,B,1,4954,23,2,1,0,0
395896,8,40,5,0,1,4980,60,D,1,4140,11,3,,20,0
395897,10,5,1,0,1,4321,47,D,2,3911,35,4,1,0,0
395898,11,25,19,0,0,,50,B,3,1740,12,5,1,0,0
395899,10,70,1,1,1,1916,61,B,1,1531,21,2,1,0,0
395900,5,20,1,0,1,15137,51,B,1,20390,47,1,,0,0
395901,5,10,19,0,0,,50,D,1,9774,24,1,1,0,1
395902,10,25,1,0,1,2899,37,B,2,3088,11,12,5,0,0
395903,7,30,17,0,1,33874,35,B,2,30113,23,7,3,0,1
395904,6,45,,0,0,,35,B,1,1854,24,2,1,1,0
395905,10,20,17,1,1,7446,26,D,2,10179,23,4,,0,1
395906,10,95,14,0,1,4696,40,B,2,4466,11,1,1,0,1
395907,6,45,3,0,1,10680,28,B,2,10591,47,2,,31,0
395908,10,25,14,1,0,,58,B,1,3215,23,5,1,69,0
395909,10,30,1,0,1,4224,22,A,1,5741,22,4,1,14,0
395910,15,5,14,0,0,,49,B,3,4258,13,5,2,51,0
395911,10,95,17,0,1,5940,31,B,2,10724,35,2,1,28,0
395912,10,70,1,1,1,2075,32,B,2,3924,24,3,,807,0
395913,9,15,14,0,1,4282,38,B,4,3665,34,2,,31,0
395914,10,55,14,0,0,,47,B,1,7118,11,9,1,38,0
395915,11,25,1,0,1,10270,40,B,1,8898,47,2,,33,0
395916,14,40,14,0,1,11107,38,B,2,10394,11,1,1,0,0
395917,9,20,18,0,0,,49,B,1,31983,23,4,1,21,0
395918,2,10,14,0,0,,38,A,3,3706,23,1,1,0,0
395919,8,35,1,0,1,3542,41,B,2,3559,36,4,2,28,0
395920,11,25,19,0,0,,28,A,2,2558,23,1,,0,0
395921,9,40,1,0,0,,40,B,1,3199,23,2,,0,0
395922,7,30,19,0,0,,37,B,2,6883,21,1,1,0,0
395923,6,30,3,0,1,9514,35,B,2,14651,28,1,1,0,1
395924,10,5,14,0,1,181,40,B,1,1250,11,7,,13,0
395925,10,15,18,0,0,,36,B,1,8264,23,6,,25,0
395926,8,15,1,0,0,,28,D,3,1464,59,1,1,0,0
395927,10,65,14,0,1,566,42,B,3,2024,13,8,1,0,0
395928,8,25,18,0,0,,39,A,4,72620,23,2,,205,0
395929,9,90,18,0,0,,55,B,1,20954,22,1,1,0,0
395930,9,20,14,0,0,,49,B,1,14763,22,1,1,0,0
395931,13,5,19,0,0,,42,D,3,7967,46,2,,0,0
395932,10,65,14,0,1,3173,34,B,1,6338,11,4,3,0,0
395933,14,85,17,1,0,,64,B,2,8380,15,4,1,1426,0
395934,8,25,18,0,0,,51,B,6,16200,23,7,,0,0
395935,9,50,5,0,0,,47,D,1,13371,11,13,7,4,1
395936,8,20,1,0,0,,43,B,1,1546,21,2,1,24,0
395937,8,40,14,0,1,1496,44,D,1,2554,22,1,1,0,1
395938,7,5,19,0,0,,42,B,2,3635,47,4,4,0,0
395939,14,50,,0,1,1907,35,D,2,2232,34,3,1,304,1
395940,8,20,1,0,1,1341,48,B,3,3284,46,2,2,0,0
395941,8,30,2,1,0,,43,B,1,4027,33,1,1,0,0
395942,8,20,18,0,0,,51,B,2,1473,23,4,,416,0
395943,10,55,14,0,0,,39,B,2,3056,12,2,2,0,0
395944,7,15,1,0,0,,59,D,3,2074,22,1,,0,0
395945,8,15,1,0,1,25798,45,D,1,18874,24,3,2,4,1
395946,5,5,1,0,1,10771,34,B,1,24357,47,6,4,0,0
395947,9,25,14,0,1,2605,40,D,1,6652,48,8,2,0,0
395948,13,20,2,0,0,,32,D,2,13213,16,2,1,0,0
395949,14,60,14,0,1,3917,21,A,2,5125,20,5,2,0,0
395950,7,15,19,0,0,,22,A,2,20285,47,1,,0,0
395951,10,95,1,0,1,3067,47,D,1,2643,23,1,1,0,0
395952,9,5,14,0,1,1548,55,B,3,1413,23,2,2,0,0
395953,9,30,2,0,1,5413,47,B,5,4693,22,3,1,0,0
395954,9,45,,0,0,,18,D,1,2841,34,2,1,0,1
395955,10,30,14,0,1,1470,28,D,2,2178,11,7,1,58,0
395956,9,80,18,0,0,,43,B,2,17016,24,7,1,121,0
395957,8,60,3,0,1,1289,49,D,3,2444,31,3,2,155,0
395958,8,65,1,0,0,,27,D,2,3093,22,6,1,11,0
395959,8,60,1,0,0,,36,D,6,2157,23,1,1,0,1
395960,7,50,1,0,1,15832,37,B,2,15914,48,5,1,315,1
395961,7,5,19,0,0,,56,B,1,4280,35,2,1,0,0
395962,5,30,8,0,1,4776,30,B,1,12203,21,1,1,0,0
395963,10,55,14,0,1,5966,51,B,3,6916,13,1,,0,0
395964,8,20,9,0,1,1318,41,B,1,4831,23,3,3,0,0
395965,11,35,17,0,0,,30,B,1,6020,35,14,2,0,0
395966,5,40,3,0,0,,51,D,6,7075,48,3,2,0,1
395967,7,5,19,0,0,,26,B,1,1419,47,1,1,0,0
395968,14,85,14,0,1,2320,40,B,2,2546,24,3,,0,0
395969,14,40,19,0,1,8670,37,B,4,7996,13,2,,0,0
395970,7,15,19,0,0,,36,A,5,4574,48,7,3,0,1
395971,8,60,1,0,1,3112,52,D,2,3759,32,2,1,0,0
395972,10,75,1,0,1,7976,47,B,4,8683,23,2,1,0,0
395973,7,30,19,0,0,,37,C,4,7889,11,1,,93,0
395974,8,35,3,0,0,,23,C,6,6109,35,1,,0,0
395975,9,30,14,0,1,5571,41,B,2,5590,23,1,1,0,0
395976,3,10,4,0,0,,47,B,2,1614,22,3,,0,0
395977,7,35,19,0,1,13288,43,B,2,17983,35,1,1,0,1
395978,10,5,19,0,1,6292,30,D,2,8739,35,4,,90,0
395979,10,65,1,0,0,,53,B,1,4771,21,5,,59,0
395980,8,15,2,0,0,,29,D,1,3267,59,1,1,0,1
395981,11,5,1,0,1,38036,40,D,1,35018,60,6,5,48,1
395982,7,30,19,0,0,,38,B,1,13538,23,1,,75,0
395983,10,5,14,0,1,3910,27,B,3,8471,12,5,1,0,0
395984,10,10,1,0,1,2133,37,B,1,3131,22,2,,0,0
395985,8,30,19,0,1,14659,39,B,2,17703,11,1,1,0,0
395986,8,15,2,0,0,,44,B,2,9466,46,6,1,63,0
395987,10,5,18,0,1,2585,48,B,5,17039,23,1,1,0,1
395988,10,10,1,0,1,1138,42,B,1,3764,23,1,,0,0
395989,8,35,9,0,0,,34,B,2,7217,36,1,1,0,1
395990,6,40,1,0,1,511,43,B,2,1482,13,1,1,0,0
395991,7,25,19,0,0,,40,B,1,5296,30,9,3,0,0
395992,10,45,1,0,1,1642,48,D,3,2355,24,6,1,0,0
395993,10,55,1,0,1,937,49,B,1,1697,22,4,,55,0
395994,9,75,1,0,1,9330,36,D,1,14289,35,7,2,0,0
395995,8,30,1,0,1,1855,46,B,2,3009,24,10,3,6,0
395996,10,45,1,0,1,4017,40,D,2,5722,19,23,3,0,0
395997,10,5,14,0,1,355,28,D,3,1146,11,12,5,0,0
395998,10,45,1,1,1,6680,42,B,3,13479,35,3,1,58,0
395999,7,35,14,0,0,,56,B,1,11885,36,7,1,54,0
396000,10,25,1,1,0,,25,B,1,3188,21,2,,37,0
396001,6,40,1,0,1,2178,34,B,1,2544,30,1,1,0,0
396002,7,35,1,0,0,,45,D,1,1892,31,2,1,0,0
396003,9,95,14,0,1,4356,46,B,2,11024,36,4,2,0,0
396004,4,10,2,1,0,,26,B,2,10025,11,2,,0,1
396005,8,30,,0,1,1474,54,B,2,3853,23,3,2,0,0
396006,4,15,19,0,0,,38,D,3,5015,47,2,,0,0
396007,7,20,1,0,0,,43,D,2,6712,35,3,,0,0
396008,7,15,19,0,0,,43,D,5,2258,47,3,2,0,0
396009,8,60,17,0,0,,59,B,1,7053,35,1,1,0,0
396010,7,5,19,0,0,,32,B,6,5544,11,18,2,0,0
396011,11,5,19,0,1,4460,33,B,5,9298,24,4,2,0,0
396012,9,35,1,0,0,,28,B,1,4218,32,1,,0,0
396013,9,75,14,0,1,2327,41,B,2,5903,24,10,2,7,0
396014,8,10,,0,1,3894,32,D,2,4216,23,2,1,237,1
396015,9,25,1,0,1,187,55,B,1,1609,21,1,,49,1
396016,7,5,19,0,0,,40,B,3,7534,34,3,2,0,0
396017,10,25,14,0,1,12025,42,B,2,10326,12,3,2,10,0
396018,15,5,3,1,0,,32,A,2,19331,18,3,1,0,0
396019,10,5,14,0,1,3400,36,B,2,3520,12,4,1,0,0
396020,10,45,14,0,1,65,32,D,2,2464,23,6,4,0,0
396021,11,5,1,0,1,1826,51,B,2,6655,24,14,3,47,0
396022,14,40,14,0,1,2155,50,B,2,1746,13,3,2,0,0
396023,11,5,14,0,0,,33,B,3,4483,23,4,1,0,0
396024,10,65,1,0,0,,37,B,1,3112,23,1,1,0,0
396025,8,5,14,0,0,,32,D,1,3393,22,6,5,33,1
396026,8,35,1,0,1,2896,54,D,5,2490,24,1,1,0,0
396027,10,90,1,0,1,16349,30,B,2,13175,11,13,,0,1
396028,9,75,14,0,0,,28,B,2,6540,22,2,1,208,0
396029,7,5,19,0,0,,38,B,3,1992,35,1,1,0,0
396030,10,5,1,0,1,1257,37,D,4,3145,34,12,,0,0
396031,8,5,1,0,1,31402,47,B,2,34216,48,4,1,9,0
396032,4,15,1,0,0,,31,B,2,1945,40,1,1,0,0
396033,9,30,1,0,1,4511,57,B,1,8712,55,1,1,0,0
396034,10,5,1,0,1,20136,22,A,2,31130,35,6,3,14,1
396035,5,20,,0,0,,44,B,2,4934,23,1,,0,0
396036,9,5,14,0,1,7035,55,B,1,13579,24,1,1,0,0
396037,9,30,1,0,1,4899,53,B,2,18520,48,2,,254,1
396038,11,25,14,0,0,,52,B,3,3141,24,12,2,35,0
396039,14,50,2,0,1,5862,46,B,2,8175,25,7,2,40,1
396040,8,40,5,0,1,1147,51,B,1,1222,11,6,4,0,0
396041,9,30,1,0,1,1173,36,D,1,2414,23,2,,55,1
396042,4,10,19,0,0,,43,D,2,2604,23,1,1,0,0
396043,9,40,1,0,0,,38,B,2,2603,36,1,1,0,0
396044,10,65,1,0,1,2382,27,D,2,2632,22,3,2,35,0
396045,14,60,7,0,1,5384,47,B,1,3837,23,5,2,49,0
396046,6,45,18,0,0,,47,D,2,9664,23,2,,1319,0
396047,4,15,18,0,0,,38,D,2,23390,13,7,1,1861,0
396048,7,40,19,0,0,,39,B,2,5152,30,1,1,0,0
396049,9,5,1,0,0,,38,A,2,2851,34,1,1,0,1
396050,8,40,14,0,1,1170,39,B,2,7424,20,3,1,0,0
396051,9,5,18,0,0,,53,B,2,21965,23,3,,227,1
396052,9,85,14,0,0,,39,B,2,4971,23,10,1,27,0
396053,10,25,1,0,1,6583,33,B,1,7436,23,9,,10,0
396054,10,45,10,0,0,,55,B,1,6207,12,8,2,23,0
396055,7,45,14,0,0,,48,B,1,3814,24,5,1,42,0
396056,10,45,1,0,1,469,43,D,2,1892,22,10,2,50,0
396057,9,95,1,0,1,1419,36,B,1,3461,33,2,1,2,0
396058,10,25,14,0,1,614,31,D,3,5128,11,3,,0,0
396059,10,65,2,0,1,650,23,B,2,2170,12,2,,0,0
396060,7,15,19,0,0,,37,A,3,11721,46,2,1,0,0
396061,8,40,1,0,0,,32,D,3,9173,11,2,1,0,1
396062,6,35,14,0,0,,47,B,1,5213,47,1,,0,0
396063,10,95,1,0,1,12936,36,B,2,14969,23,12,,0,0
396064,9,87,14,0,0,,40,B,2,3361,23,5,4,0,1
396065,7,45,1,1,0,,47,A,2,3711,22,2,2,0,0
396066,13,20,8,0,0,,29,A,1,8976,40,2,,0,0
396067,10,90,1,0,1,3190,41,B,2,3090,36,4,2,0,0
396068,8,25,1,0,1,1722,25,D,1,10140,41,3,3,0,0
396069,7,40,19,0,0,,41,B,1,13817,45,3,,21,1
396070,14,35,14,0,1,1131,28,B,1,2258,11,1,,0,0
396071,11,30,18,0,1,6845,33,B,1,11041,35,8,3,78,0
396072,7,10,1,1,0,,39,D,1,18089,47,1,,0,1
396073,14,50,1,0,1,5141,44,B,5,9036,35,1,1,0,1
396074,9,40,14,0,1,4540,28,D,3,12915,36,4,3,0,0
396075,7,35,2,0,0,,47,B,2,1931,23,2,,0,0
396076,10,45,14,0,1,986,47,B,1,1371,12,4,2,0,0
396077,7,5,5,0,0,,35,A,4,5376,20,8,3,0,0
396078,10,25,14,0,1,2256,48,B,1,2280,12,12,2,59,0
396079,8,10,,0,1,10338,43,B,2,19271,36,2,2,0,0
396080,10,70,1,0,1,1096,43,B,1,1729,18,12,3,456,0
396081,9,45,5,0,1,11643,46,B,1,18792,34,5,2,61,0
396082,9,75,14,0,0,,51,B,1,5945,24,3,1,261,0
396083,10,5,1,0,1,12173,42,B,5,13012,35,17,3,1,0
396084,9,25,14,0,0,,44,B,1,2991,23,2,1,0,0
396085,9,25,14,0,0,,43,D,1,2390,22,2,2,0,0
396086,13,20,19,0,0,,50,B,2,5858,28,3,1,51,0
396087,10,65,14,0,1,2724,31,B,1,4276,11,3,1,3,0
396088,10,95,1,1,0,,27,D,1,6567,34,2,2,0,0
396089,14,85,1,0,0,,58,B,1,4900,24,2,1,17,0
396090,10,45,14,0,1,2469,49,B,3,2788,23,8,4,16,0
396091,13,5,2,0,0,,52,B,1,15103,31,1,1,0,0
396092,10,20,17,1,1,6379,21,B,1,6352,34,2,,215,0
396093,5,25,18,0,0,,41,D,2,11770,11,5,3,0,0
396094,10,25,17,1,0,,23,D,1,8438,23,2,,0,0
396095,14,50,1,0,1,2912,49,D,2,3092,34,4,,1,0
396096,14,35,14,0,1,3671,56,B,1,4211,22,2,1,7,0
396097,14,40,14,0,1,4728,28,A,2,8553,23,3,1,318,1
396098,10,5,14,0,1,3044,45,A,2,12992,23,4,1,0,0
396099,5,20,14,0,0,,66,B,1,4604,23,6,,180,0
396100,11,30,19,0,1,4770,31,D,2,4341,24,1,1,0,0
396101,7,40,9,0,0,,33,A,1,17293,47,1,1,0,1
396102,12,15,9,0,0,,48,B,1,7823,42,6,,9,0
396103,10,5,1,0,1,4938,63,B,2,7012,34,9,1,0,0
396104,8,65,18,0,0,,32,B,2,14671,26,3,2,0,0
396105,14,35,1,0,1,1655,33,B,1,1539,22,2,,40,0
396106,13,5,19,0,0,,40,B,1,8739,23,1,,0,0
396107,9,50,14,0,1,13938,28,A,2,11348,36,2,,9,0
396108,8,25,1,0,1,25048,29,D,4,27026,36,6,1,8,0
396109,7,5,3,0,0,,57,B,1,5564,35,1,,5,1
396110,14,40,,0,1,3471,39,B,8,6077,22,3,,0,0
396111,11,5,19,0,1,743,56,D,3,7838,24,4,2,147,0
396112,5,25,2,0,1,16707,28,D,1,13483,11,5,6,88,1
396113,14,35,1,0,1,1441,51,B,2,5891,11,3,,19,0
396114,9,30,1,0,1,1713,48,D,3,5042,47,1,1,0,1
396115,9,57,,0,1,4883,49,B,3,6379,35,6,,0,0
396116,14,85,3,0,1,3859,36,B,1,3762,35,2,1,18,1
396117,8,40,1,0,0,,40,C,2,13242,33,3,3,0,0
396118,8,10,18,0,0,,35,B,1,3742,21,1,1,0,0
396119,8,15,4,0,0,,47,D,2,1241,59,5,3,0,1
396120,14,60,14,0,0,,36,D,1,1487,36,1,1,0,0
396121,9,30,14,0,1,5400,58,B,2,8055,23,3,1,0,0
396122,9,95,14,0,1,16656,33,B,2,19522,24,2,1,0,0
396123,10,90,18,0,1,19280,51,B,2,15459,23,21,4,0,0
396124,8,20,1,0,0,,32,B,2,1604,23,1,,51,0
396125,8,60,3,0,0,,34,B,2,3573,32,1,1,0,0
396126,10,5,18,0,1,53241,47,B,3,54693,35,13,4,104,0
396127,8,65,14,0,0,,25,D,3,4083,23,6,6,139,1
396128,9,45,14,0,1,4188,38,B,1,5052,35,9,1,161,1
396129,10,15,1,1,0,,51,B,1,3136,20,1,1,0,0
396130,9,40,1,0,1,3299,47,B,1,8029,47,2,2,0,1
396131,10,25,17,0,1,2272,50,B,2,7011,22,11,2,30,0
396132,6,40,1,0,1,491,56,B,4,3212,40,2,2,0,0
396133,10,5,17,1,0,,45,B,3,6706,34,1,,0,0
396134,8,20,,0,0,,30,B,4,10493,24,7,,30,1
396135,9,30,14,0,0,,32,B,2,16031,23,1,,10,0
396136,10,90,17,1,0,,36,A,1,3954,36,1,1,0,0
396137,5,35,9,0,0,,30,A,2,6316,23,4,3,1,0
396138,10,95,14,0,1,2479,34,B,3,5649,22,8,3,0,0
396139,11,5,17,0,0,,40,B,1,1546,34,9,2,106,0
396140,10,5,17,0,1,1700,59,D,2,3989,23,9,2,0,0
396141,10,55,14,0,1,3532,26,B,1,4310,13,3,2,0,0
396142,9,55,14,0,1,8202,47,B,2,15218,21,4,1,0,0
396143,10,30,1,0,1,2989,47,B,1,9351,25,2,,5,0
396144,8,30,19,0,1,2359,21,B,1,5257,24,2,2,0,1
396145,10,25,1,0,1,1435,50,D,5,1451,12,7,2,42,0
396146,5,40,10,0,0,,36,A,1,10379,45,4,3,0,1
396147,6,40,,0,0,,33,D,2,4545,22,1,,0,0
396148,9,30,2,0,1,2537,44,B,1,3859,22,2,,37,0
396149,10,45,14,0,0,,46,B,2,7541,24,6,4,9,0
396150,12,15,1,0,0,,46,B,1,5497,21,1,,0,0
396151,5,20,1,0,0,,36,B,3,4513,23,1,1,0,0
396152,6,40,14,0,1,831,39,D,3,5915,23,6,4,0,0
396153,14,80,1,0,1,2336,39,B,2,3144,23,2,,606,0
396154,10,95,17,0,1,1826,47,D,2,7652,36,4,,0,0
396155,10,15,1,0,1,3409,40,B,3,2803,22,1,,0,0
396156,10,10,1,0,0,,33,B,1,1841,22,2,1,0,0
396157,7,25,1,0,1,8632,23,D,2,13838,55,1,,0,1
396158,10,65,1,0,1,4540,50,B,1,4064,23,4,1,99,0
396159,10,45,10,0,1,1157,61,B,1,2079,12,8,3,10,0
396160,14,85,1,0,0,,53,D,1,1560,35,1,1,0,0
396161,10,10,,0,1,1710,38,B,1,3109,23,8,,26,0
396162,8,45,1,0,0,,35,D,1,7817,31,2,,234,0
396163,8,15,4,0,0,,33,D,3,2686,58,2,2,0,1
396164,5,20,2,0,1,15117,32,A,5,24978,22,2,1,0,1
396165,7,5,19,0,0,,27,B,2,4518,47,6,4,0,1
396166,7,10,1,0,1,2634,55,D,2,3557,24,2,,223,0
396167,8,5,1,0,0,,40,D,2,14379,24,1,1,0,0
396168,11,5,14,0,0,,49,B,1,4384,24,6,3,296,0
396169,14,85,14,0,1,3170,25,A,2,12045,22,2,1,301,0
396170,8,5,6,0,0,,32,A,4,11953,58,1,1,0,1
396171,7,15,19,0,0,,21,D,2,2470,47,1,1,0,0
396172,7,15,,0,0,,45,D,7,4531,35,6,1,0,0
396173,10,65,1,0,1,6896,59,D,1,11847,23,4,,105,1
396174,14,35,10,0,1,737,51,B,2,1171,22,3,1,59,0
396175,4,20,19,0,0,,28,A,2,1333,24,2,,0,0
396176,10,5,2,0,1,2996,38,B,3,4422,22,11,3,0,0
396177,7,5,17,0,0,,54,B,2,6670,23,1,1,0,0
396178,9,55,,0,0,,52,A,3,8091,23,2,1,0,0
396179,7,45,,0,0,,45,B,2,7804,47,4,4,0,0
396180,9,30,,0,1,21206,39,B,4,17390,23,2,1,0,0
396181,9,40,14,0,0,,57,B,1,5908,22,2,1,0,0
396182,5,10,7,0,0,,38,B,2,21742,36,3,2,32,1
396183,8,25,2,0,1,1192,48,B,5,1546,22,12,2,100,0
396184,10,65,1,0,1,2269,30,D,2,1776,23,3,1,0,0
396185,13,20,8,0,0,,43,B,1,13407,47,3,2,0,1
396186,9,75,14,0,1,3539,36,D,1,5242,23,4,1,0,0
396187,10,45,,0,1,7640,51,B,2,5877,24,23,3,0,0
396188,6,35,14,0,1,1189,39,B,1,2584,35,7,4,100,0
396189,14,85,14,0,1,1716,47,B,1,1567,11,1,,0,0
396190,10,45,14,0,1,5497,40,D,1,5063,23,4,2,0,0
396191,10,70,1,0,1,3131,28,D,1,10556,22,1,,0,1
396192,11,5,14,0,0,,40,B,1,17614,23,11,4,56,0
396193,14,40,14,0,1,385,56,B,2,1505,13,8,2,40,0
396194,10,45,14,1,0,,25,D,1,3414,23,4,2,0,0
396195,9,57,1,0,1,6357,26,A,2,14661,27,3,2,9,1
396196,4,15,19,0,1,16061,45,A,2,22696,23,2,1,0,0
396197,8,25,14,0,1,5510,50,D,3,7107,23,5,,605,1
